Acid_mean,Ammonia_mean,Bakery_mean,Burnt_mean,Chemical_mean,Cold_mean,Decayed_mean,Familiarity_mean,Fish_mean,Flower_mean,Fruit_mean,Garlic_mean,Grass_mean,Intensity_mean,Musky_mean,Pleasantness_mean,Sour_mean,Spices_mean,Sweaty_mean,Sweet_mean,Warm_mean,Wood_mean,Acid_median,Ammonia_median,Bakery_median,Burnt_median,Chemical_median,Cold_median,Decayed_median,Familiarity_median,Fish_median,Flower_median,Fruit_median,Garlic_median,Grass_median,Intensity_median,Musky_median,Pleasantness_median,Sour_median,Spices_median,Sweaty_median,Sweet_median,Warm_median,Wood_median,Acid_nonzeromean,Ammonia_nonzeromean,Bakery_nonzeromean,Burnt_nonzeromean,Chemical_nonzeromean,Cold_nonzeromean,Decayed_nonzeromean,Familiarity_nonzeromean,Fish_nonzeromean,Flower_nonzeromean,Fruit_nonzeromean,Garlic_nonzeromean,Grass_nonzeromean,Intensity_nonzeromean,Musky_nonzeromean,Pleasantness_nonzeromean,Sour_nonzeromean,Spices_nonzeromean,Sweaty_nonzeromean,Sweet_nonzeromean,Warm_nonzeromean,Wood_nonzeromean,Acid_nonzeroproportion,Ammonia_nonzeroproportion,Bakery_nonzeroproportion,Burnt_nonzeroproportion,Chemical_nonzeroproportion,Cold_nonzeroproportion,Decayed_nonzeroproportion,Familiarity_nonzeroproportion,Fish_nonzeroproportion,Flower_nonzeroproportion,Fruit_nonzeroproportion,Garlic_nonzeroproportion,Grass_nonzeroproportion,Intensity_nonzeroproportion,Musky_nonzeroproportion,Pleasantness_nonzeroproportion,Sour_nonzeroproportion,Spices_nonzeroproportion,Sweaty_nonzeroproportion,Sweet_nonzeroproportion,Warm_nonzeroproportion,Wood_nonzeroproportion,Acid_nonzerostdev,Ammonia_nonzerostdev,Bakery_nonzerostdev,Burnt_nonzerostdev,Chemical_nonzerostdev,Cold_nonzerostdev,Decayed_nonzerostdev,Familiarity_nonzerostdev,Fish_nonzerostdev,Flower_nonzerostdev,Fruit_nonzerostdev,Garlic_nonzerostdev,Grass_nonzerostdev,Intensity_nonzerostdev,Musky_nonzerostdev,Pleasantness_nonzerostdev,Sour_nonzerostdev,Spices_nonzerostdev,Sweaty_nonzerostdev,Sweet_nonzerostdev,Warm_nonzerostdev,Wood_nonzerostdev,Acid_stdev,Ammonia_stdev,Bakery_stdev,Burnt_stdev,Chemical_stdev,Cold_stdev,Decayed_stdev,Familiarity_stdev,Fish_stdev,Flower_stdev,Fruit_stdev,Garlic_stdev,Grass_stdev,Intensity_stdev,Musky_stdev,Pleasantness_stdev,Sour_stdev,Spices_stdev,Sweaty_stdev,Sweet_stdev,Warm_stdev,Wood_stdev,CID,IsomericSMILES,IUPACName,name
0.026734693877551,0.0148,0.0075510204081632,0.0155102040816326,0.126,0.0134,0.0458,0.395,0.0051020408163265,0.0759183673469387,0.0375999999999999,0.0026530612244897,0.0126530612244897,0.5163461538461539,0.0512,0.4921153846153846,0.072,0.0248979591836734,0.0163265306122449,0.1478,0.011,0.0118367346938775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.485,0.0,0.0,0.0,0.01,0.0,0.0,0.0021818181818181,0.0018181818181818,0.002,0.002,0.0043636363636363,0.002,0.002,0.009090909090909,0.0016363636363636,0.0036363636363636,0.0029090909090909,0.0018181818181818,0.0018181818181818,0.0094545454545454,0.003090909090909,0.0098181818181818,0.0032727272727272,0.0025454545454545,0.002,0.0058181818181818,0.002,0.0016363636363636,0.2183333333333333,0.148,0.074,0.152,0.331578947368421,0.1116666666666666,0.3816666666666666,0.4370212765957446,0.0833333333333333,0.2657142857142857,0.1709090909090909,0.0325,0.155,0.5479591836734694,0.2133333333333333,0.501764705882353,0.2769230769230769,0.1525,0.16,0.2737037037037037,0.0916666666666666,0.1933333333333333,0.0041681815427998,0.0038924947208076,0.0040368671387966,0.0040368671387966,0.0050050479568636,0.0040368671387966,0.0040368671387966,0.0029012942659282,0.0037335497772755,0.0048547938750294,0.0045836776730155,0.0038924947208076,0.0038924947208076,0.0022918388365077,0.0046637797708341,0.0013483997249264,0.0047354242074224,0.0043962028304662,0.0040368671387966,0.0049780663697006,0.0040368671387966,0.0037335497772755,0.0919326690913437,0.0612535713244541,0.0275023190116835,0.0634777265559147,0.2121512744842841,0.0646058694496632,0.1663177436016213,0.2540765671225591,0.0239897937482095,0.2035304887822597,0.1233637395870357,0.0111384301340152,0.063599512255863,0.2896382384986542,0.1293569653702339,0.2386262689421701,0.1575449401385691,0.0696156845647226,0.0700801290652059,0.2274821365491796,0.0393959492375362,0.057179303853017,126,C1=CC(=CC=C1C=O)O,4-hydroxybenzaldehyde,4-hydroxybenzaldehyde
0.0209090909090909,0.0447619047619047,0.0314285714285714,0.0427272727272727,0.0595454545454545,0.064090909090909,0.0376190476190476,0.4196551724137931,0.0,0.0771428571428571,0.0152380952380952,0.0547619047619047,0.0221739130434782,0.2124137931034483,0.0718181818181818,0.4779310344827586,0.1954545454545454,0.0930434782608695,0.0808695652173913,0.0717391304347826,0.0523809523809523,0.0228571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0065454545454545,0.0065454545454545,0.0065454545454545,0.0067272727272727,0.0065454545454545,0.0069090909090909,0.0063636363636363,0.009090909090909,0.0061818181818181,0.0067272727272727,0.0063636363636363,0.0067272727272727,0.0065454545454545,0.0085454545454545,0.0072727272727272,0.0098181818181818,0.0078181818181818,0.0069090909090909,0.0065454545454545,0.0067272727272727,0.0069090909090909,0.0067272727272727,0.1533333333333333,0.47,0.33,0.235,0.4366666666666666,0.282,0.79,0.5070833333333333,,0.54,0.32,0.3833333333333333,0.1275,0.2933333333333333,0.2257142857142857,0.495,0.43,0.3566666666666666,0.465,0.33,0.275,0.16,0.0047989897926858,0.0047989897926858,0.0047989897926858,0.0047354242074224,0.0047989897926858,0.0046637797708341,0.0048547938750294,0.0029012942659282,0.004903101471559,0.0047354242074224,0.0048547938750294,0.0047354242074224,0.0047989897926858,0.0035580799119655,0.0044946657497549,0.0013483997249264,0.0041681815427998,0.0046637797708341,0.0047989897926858,0.0047354242074224,0.0046637797708341,0.0047354242074224,0.0620989295904289,0.189700264828994,0.1114130025753598,0.1190910743199673,0.1824300850483163,0.1635516254860654,0.1723921332864339,0.3172930456963888,0.0,0.2032275290688458,0.0698297248755175,0.1698710995908087,0.0671468216088737,0.2532313337136307,0.1498772946887001,0.2392753839399404,0.2754170391507131,0.2161530346475658,0.2185263255095629,0.1769861877998866,0.1401750606172425,0.0766904724944928,176,CC(=O)O,acetic acid,acetic acid
0.047027027027027,0.0389189189189189,0.0524324324324324,0.0123684210526315,0.1051282051282051,0.0439473684210526,0.0326315789473684,0.3740476190476191,0.0,0.0224324324324324,0.0034210526315789,0.0064864864864864,0.0345945945945945,0.4045238095238095,0.0405405405405405,0.45,0.0976315789473684,0.0263157894736842,0.0262162162162162,0.1331578947368421,0.0335897435897435,0.0108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0047272727272727,0.0041818181818181,0.0045454545454545,0.004,0.0058181818181818,0.0041818181818181,0.0038181818181818,0.0085454545454545,0.0032727272727272,0.0036363636363636,0.0038181818181818,0.0034545454545454,0.004,0.009090909090909,0.0045454545454545,0.0096363636363636,0.0049090909090909,0.004,0.004,0.0061818181818181,0.0041818181818181,0.0036363636363636,0.2175,0.288,0.2771428571428571,0.094,0.25625,0.2783333333333333,0.31,0.4620588235294117,,0.415,0.0325,0.24,0.32,0.4591891891891892,0.2142857142857142,0.4725,0.371,0.2,0.2425,0.2976470588235294,0.1871428571428571,0.2,0.0050385717606485,0.0049780663697006,0.005025189076296,0.0049441323247304,0.0049780663697006,0.0049780663697006,0.004903101471559,0.0035580799119655,0.0047354242074224,0.0048547938750294,0.004903101471559,0.0047989897926858,0.0049441323247304,0.0029012942659282,0.005025189076296,0.0018891859540615,0.0050452497910951,0.0049441323247304,0.0049441323247304,0.004903101471559,0.0049780663697006,0.0048547938750294,0.150478216675018,0.1314192566598252,0.1363085838457359,0.0366454311540548,0.2308208669175912,0.1476031837656372,0.135859311382516,0.2882923611232141,0.0,0.123634888221673,0.0125797597599785,0.0394557569532857,0.1506392783844644,0.3104379469901755,0.1059335731575307,0.2249769635903673,0.2231280593464431,0.0894856489364418,0.0905032642551683,0.199297485957454,0.1103698848009962,0.0640910107398662,177,CC=O,acetaldehyde,acetaldehyde
0.0312121212121212,0.0497058823529411,0.0181818181818181,0.03,0.0988235294117647,0.0739393939393939,0.0603030303030303,0.4056756756756756,0.0224242424242424,0.1188235294117647,0.0523529411764705,0.0251515151515151,0.0639393939393939,0.37,0.073030303030303,0.5656756756756757,0.0875757575757575,0.0424242424242424,0.0003030303030303,0.1074285714285714,0.0758823529411764,0.0811764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0045454545454545,0.0045454545454545,0.0045454545454545,0.0047272727272727,0.0058181818181818,0.005090909090909,0.005090909090909,0.0094545454545454,0.0047272727272727,0.0054545454545454,0.005090909090909,0.0043636363636363,0.0047272727272727,0.0092727272727272,0.0049090909090909,0.01,0.0056363636363636,0.0047272727272727,0.0041818181818181,0.0065454545454545,0.0052727272727272,0.0049090909090909,0.3433333333333334,0.4225,0.2,0.2475,0.3054545454545455,0.4066666666666666,0.3316666666666666,0.4414705882352941,0.185,0.4488888888888888,0.2542857142857143,0.415,0.5275,0.4148484848484848,0.482,0.5656756756756757,0.3211111111111111,0.35,0.01,0.235,0.3225,0.46,0.005025189076296,0.005025189076296,0.005025189076296,0.0050385717606485,0.0049780663697006,0.0050452497910951,0.0050452497910951,0.0022918388365077,0.0050385717606485,0.005025189076296,0.0050452497910951,0.0050050479568636,0.0050385717606485,0.0026208179770229,0.0050452497910951,0.0,0.0050050479568636,0.0050385717606485,0.0049780663697006,0.0047989897926858,0.0050385717606485,0.0050452497910951,0.1129368622217071,0.1653001914629341,0.0841670417033348,0.137158667243452,0.1778621309087693,0.2042201537853726,0.1812885277755609,0.2799656778620922,0.0783434068313306,0.2525118023750196,0.1357595651751356,0.1292797647575116,0.1902455550390631,0.3201041497179733,0.2140456266851306,0.2467740817984081,0.1917359887812911,0.1418632771154655,0.0017407765595569,0.2118593159337091,0.1713779740286793,0.1978025447316523,180,CC(=O)C,propan-2-one,acetone
0.0321875,0.0278125,0.0225,0.0459375,0.0751515151515151,0.0523529411764705,0.0669696969696969,0.4347222222222222,0.0,0.0596875,0.013125,0.0190625,0.0221875,0.3569444444444444,0.0715625,0.5266666666666666,0.0509375,0.0875,0.03,0.1673529411764706,0.0991176470588235,0.020625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0045454545454545,0.0049090909090909,0.0047272727272727,0.005090909090909,0.0052727272727272,0.0047272727272727,0.0047272727272727,0.0094545454545454,0.0041818181818181,0.0052727272727272,0.0049090909090909,0.0045454545454545,0.0045454545454545,0.0092727272727272,0.0054545454545454,0.01,0.0049090909090909,0.0056363636363636,0.0047272727272727,0.0063636363636363,0.0054545454545454,0.0047272727272727,0.515,0.2225,0.24,0.294,0.3542857142857143,0.356,0.5525,0.4742424242424242,,0.3183333333333333,0.105,0.305,0.355,0.4015625,0.3271428571428572,0.5266666666666666,0.4075,0.35,0.32,0.4064285714285715,0.3744444444444444,0.22,0.005025189076296,0.0050452497910951,0.0050385717606485,0.0050452497910951,0.0050385717606485,0.0050385717606485,0.0050385717606485,0.0022918388365077,0.0049780663697006,0.0050385717606485,0.0050452497910951,0.005025189076296,0.005025189076296,0.0026208179770229,0.005025189076296,0.0,0.0050452497910951,0.0050050479568636,0.0050385717606485,0.0048547938750294,0.005025189076296,0.0050385717606485,0.1266627316168617,0.1102412128017467,0.07326487518234,0.1346407256367849,0.1768848709634534,0.1626868869113473,0.1920528060274837,0.2671488200675647,0.0,0.1920598759963723,0.0410693748234264,0.0835641293239953,0.1029793081314193,0.284603176816367,0.1773480153494453,0.2406182512968267,0.1715650798178441,0.1899915108460069,0.1347638316559033,0.2621046381785788,0.2048705082086971,0.0681997776933279,196,C(CCC(=O)O)CC(=O)O,hexanedioic acid,adipic acid
0.0321052631578947,0.0021052631578947,0.006578947368421,0.0371052631578947,0.1023684210526315,0.0439473684210526,0.0323684210526315,0.3592682926829268,0.0168421052631578,0.0563157894736842,0.0181578947368421,0.0228947368421052,0.0289473684210526,0.384390243902439,0.0569230769230769,0.5014634146341463,0.0805263157894736,0.0292307692307692,0.0081578947368421,0.0761538461538461,0.0263157894736842,0.0507894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0041818181818181,0.0034545454545454,0.0034545454545454,0.0043636363636363,0.005090909090909,0.0043636363636363,0.0038181818181818,0.0087272727272727,0.0034545454545454,0.0045454545454545,0.004,0.0038181818181818,0.0043636363636363,0.0094545454545454,0.0045454545454545,0.0098181818181818,0.0045454545454545,0.0045454545454545,0.0036363636363636,0.005090909090909,0.0041818181818181,0.0045454545454545,0.2033333333333333,0.04,0.125,0.2014285714285714,0.3536363636363637,0.2385714285714285,0.3075,0.433235294117647,0.32,0.2675,0.138,0.2175,0.1571428571428571,0.4147368421052631,0.2466666666666666,0.514,0.3825,0.1266666666666666,0.1033333333333333,0.2475,0.1666666666666666,0.24125,0.0049780663697006,0.0047989897926858,0.0047989897926858,0.0050050479568636,0.0050452497910951,0.0050050479568636,0.004903101471559,0.00336349986073,0.0047989897926858,0.005025189076296,0.0049441323247304,0.004903101471559,0.0050050479568636,0.0022918388365077,0.005025189076296,0.0013483997249264,0.005025189076296,0.005025189076296,0.0048547938750294,0.0050452497910951,0.0049780663697006,0.005025189076296,0.1038491081755053,0.0114273012909322,0.0283106622822924,0.1122956497132612,0.2140148291215496,0.1360552247511164,0.1270333901738482,0.3036312751010873,0.0733413073814548,0.1734611266153233,0.0581635747050944,0.0907002158803366,0.0950899850833825,0.277804326644563,0.1669408001934541,0.2166513440485629,0.2048987537511207,0.0695997812831036,0.0286502924996053,0.1508504903715733,0.097382529445747,0.1319988038223313,239,C(CN)C(=O)O,3-aminopropanoic acid,beta-alanine
0.0214545454545454,0.0209090909090909,0.1050909090909091,0.0049090909090909,0.1516363636363636,0.0134545454545454,0.002,0.6130909090909091,0.0036363636363636,0.08,0.1456363636363636,0.0001818181818181,0.0156363636363636,0.7741818181818182,0.0301818181818181,0.6150909090909091,0.0285454545454545,0.0409090909090909,0.001090909090909,0.204,0.0274545454545454,0.0016363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.67,0.0,0.0,0.0,0.01,0.0,0.0,0.001090909090909,0.0012727272727272,0.0027272727272727,0.0007272727272727,0.0041818181818181,0.0009090909090909,0.0003636363636363,0.0098181818181818,0.0003636363636363,0.0032727272727272,0.0049090909090909,0.0001818181818181,0.0007272727272727,0.01,0.0016363636363636,0.01,0.0014545454545454,0.0014545454545454,0.0005454545454545,0.0069090909090909,0.0018181818181818,0.0005454545454545,0.1966666666666666,0.1642857142857142,0.3853333333333333,0.0675,0.3626086956521739,0.148,0.055,0.6244444444444445,0.1,0.2444444444444444,0.2966666666666667,0.01,0.215,0.7741818181818182,0.1844444444444444,0.6150909090909091,0.19625,0.28125,0.02,0.2952631578947368,0.151,0.03,0.0031462660248284,0.00336349986073,0.0044946657497549,0.0026208179770229,0.0049780663697006,0.0029012942659282,0.0018891859540615,0.0013483997249264,0.0018891859540615,0.0047354242074224,0.0050452497910951,0.0013483997249264,0.0026208179770229,0.0,0.0037335497772755,0.0,0.0035580799119655,0.0035580799119655,0.0022918388365077,0.0046637797708341,0.0038924947208076,0.0022918388365077,0.0951298952469567,0.0978902016674374,0.2372674122500283,0.0225152398818228,0.2607806204197928,0.0797732476696984,0.0114503760248784,0.269216096096252,0.0256301064551507,0.1722938918974935,0.2392640230525114,0.0013483997249264,0.0758596080577808,0.1721292678439226,0.1020800504522637,0.2899033857407895,0.1053463104140109,0.1359230818333817,0.0049712980914248,0.2937534869769398,0.0842223288291215,0.0095769082546076,240,C1=CC=C(C=C1)C=O,benzaldehyde,benzaldehyde
0.0121052631578947,0.041578947368421,0.0294736842105263,0.0726315789473684,0.1384999999999999,0.0135,0.0057894736842105,0.2611538461538462,0.0,0.0371428571428571,0.0047368421052631,0.0178947368421052,0.0078947368421052,0.1123076923076923,0.0884210526315789,0.5173076923076924,0.0465,0.0345,0.0535,0.0804545454545454,0.05,0.0068421052631578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0069090909090909,0.0069090909090909,0.0069090909090909,0.0074545454545454,0.008,0.0069090909090909,0.0067272727272727,0.009090909090909,0.0065454545454545,0.0069090909090909,0.0067272727272727,0.0067272727272727,0.0067272727272727,0.0087272727272727,0.0074545454545454,0.01,0.0072727272727272,0.007090909090909,0.0078181818181818,0.0074545454545454,0.0069090909090909,0.0067272727272727,0.115,0.395,0.28,0.276,0.3077777777777777,0.09,0.11,0.3233333333333333,,0.195,0.09,0.34,0.15,0.1536842105263157,0.336,0.5173076923076924,0.186,0.1725,0.13375,0.22125,0.2625,0.13,0.0046637797708341,0.0046637797708341,0.0046637797708341,0.0043962028304662,0.0040368671387966,0.0046637797708341,0.0047354242074224,0.0029012942659282,0.0047989897926858,0.0046637797708341,0.0047354242074224,0.0047354242074224,0.0047354242074224,0.00336349986073,0.0043962028304662,0.0,0.0044946657497549,0.0045836776730155,0.0041681815427998,0.0043962028304662,0.0046637797708341,0.0047354242074224,0.0481408751441965,0.1741092619239978,0.09131591587028,0.1704517561352497,0.2620621661884226,0.041961762042176,0.0252357307257617,0.2371552558654675,0.0,0.1090478269908601,0.0206474160483505,0.0780013495159909,0.0344123600805842,0.1385729466326726,0.1876540302996961,0.2036380650528323,0.1186447594601987,0.0945056389295034,0.1152240380622395,0.1486919882149248,0.136638208419168,0.029824045403173,241,C1=CC=CC=C1,benzene,benzene
0.0444,0.0324,0.0336,0.0565384615384615,0.0992592592592592,0.0529629629629629,0.0915384615384615,0.3444827586206896,0.0227999999999999,0.036,0.008,0.0279999999999999,0.0124,0.3034482758620689,0.0883999999999999,0.3486206896551724,0.1204,0.0528,0.0796153846153846,0.0211111111111111,0.0796153846153846,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.42,0.01,0.0,0.0,0.0,0.0,0.0,0.0063636363636363,0.0065454545454545,0.0058181818181818,0.0065454545454545,0.0065454545454545,0.0063636363636363,0.0063636363636363,0.0092727272727272,0.0058181818181818,0.0058181818181818,0.0058181818181818,0.006,0.006,0.0092727272727272,0.0069090909090909,0.0096363636363636,0.0078181818181818,0.006,0.0065454545454545,0.0063636363636363,0.0061818181818181,0.0058181818181818,0.222,0.135,0.42,0.21,0.335,0.2042857142857142,0.3966666666666666,0.3996,0.285,0.45,0.1,0.2333333333333333,0.1033333333333333,0.352,0.27625,0.3744444444444444,0.2315384615384615,0.44,0.2957142857142857,0.0814285714285714,0.414,0.225,0.0048547938750294,0.0047989897926858,0.0049780663697006,0.0047989897926858,0.0047989897926858,0.0048547938750294,0.0048547938750294,0.0026208179770229,0.0049780663697006,0.0049780663697006,0.0049780663697006,0.0049441323247304,0.0049441323247304,0.0026208179770229,0.0046637797708341,0.0018891859540615,0.0041681815427998,0.0049441323247304,0.0047989897926858,0.0048547938750294,0.004903101471559,0.0049780663697006,0.1194808213340813,0.0976080597765027,0.1432910790430909,0.1599985576858068,0.1963498824885728,0.1223115446722588,0.2500990572983801,0.247004716653875,0.0907156730302616,0.1679285562374667,0.029011491975882,0.1068877916321597,0.0362031306196945,0.2744250595344612,0.194501071119587,0.217086620926352,0.2082362440434742,0.1694235324071993,0.1980198125285601,0.0420012209834733,0.215508343582902,0.0680685928555404,243,C1=CC=C(C=C1)C(=O)O,benzoic acid,benzoic acid
0.0860377358490566,0.0571698113207547,0.01,0.0279245283018867,0.279622641509434,0.0711320754716981,0.0252830188679245,0.550377358490566,0.0024528301886792,0.0696226415094339,0.1047169811320754,0.000377358490566,0.000188679245283,0.7415094339622641,0.0620754716981132,0.4671698113207547,0.0232075471698113,0.0598113207547169,0.0081132075471698,0.1816981132075471,0.0360377358490566,0.0154716981132075,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.003090909090909,0.0027272727272727,0.0012727272727272,0.0023636363636363,0.006,0.0023636363636363,0.0014545454545454,0.0096363636363636,0.0009090909090909,0.002,0.003090909090909,0.0007272727272727,0.0005454545454545,0.01,0.0023636363636363,0.0098181818181818,0.0016363636363636,0.0018181818181818,0.0012727272727272,0.0047272727272727,0.002,0.0012727272727272,0.304,0.233076923076923,0.106,0.1345454545454545,0.4780645161290322,0.3427272727272727,0.2233333333333333,0.5719607843137254,0.0433333333333333,0.41,0.37,0.01,0.01,0.7415094339622641,0.2990909090909091,0.4761538461538461,0.1757142857142857,0.39625,0.086,0.40125,0.2122222222222222,0.1639999999999999,0.0046637797708341,0.0044946657497549,0.00336349986073,0.0042876378559573,0.0049441323247304,0.0042876378559573,0.0035580799119655,0.0018891859540615,0.0029012942659282,0.0040368671387966,0.0046637797708341,0.0026208179770229,0.0022918388365077,0.0,0.0042876378559573,0.0013483997249264,0.0037335497772755,0.0038924947208076,0.00336349986073,0.0050385717606485,0.0040368671387966,0.00336349986073,0.2104422049531515,0.1541649635753677,0.0406201920231798,0.0806072742128353,0.343544657628664,0.1705608438399002,0.1295347261664564,0.2910456101194644,0.0151791431268949,0.2083078552393709,0.2200839330589835,0.0019238024756109,0.0013736056394868,0.182560803637236,0.1933147939995802,0.252117016165804,0.0926692544006673,0.1640531171724308,0.0469884029789669,0.2663625049342213,0.1269515295548403,0.0758177480169956,244,C1=CC=C(C=C1)CO,phenylmethanol,benzyl alcohol
