Acid_mean,Ammonia_mean,Bakery_mean,Burnt_mean,Chemical_mean,Cold_mean,Decayed_mean,Familiarity_mean,Fish_mean,Flower_mean,Fruit_mean,Garlic_mean,Grass_mean,Intensity_mean,Musky_mean,Pleasantness_mean,Sour_mean,Spices_mean,Sweaty_mean,Sweet_mean,Warm_mean,Wood_mean,Acid_median,Ammonia_median,Bakery_median,Burnt_median,Chemical_median,Cold_median,Decayed_median,Familiarity_median,Fish_median,Flower_median,Fruit_median,Garlic_median,Grass_median,Intensity_median,Musky_median,Pleasantness_median,Sour_median,Spices_median,Sweaty_median,Sweet_median,Warm_median,Wood_median,Acid_nonzeromean,Ammonia_nonzeromean,Bakery_nonzeromean,Burnt_nonzeromean,Chemical_nonzeromean,Cold_nonzeromean,Decayed_nonzeromean,Familiarity_nonzeromean,Fish_nonzeromean,Flower_nonzeromean,Fruit_nonzeromean,Garlic_nonzeromean,Grass_nonzeromean,Intensity_nonzeromean,Musky_nonzeromean,Pleasantness_nonzeromean,Sour_nonzeromean,Spices_nonzeromean,Sweaty_nonzeromean,Sweet_nonzeromean,Warm_nonzeromean,Wood_nonzeromean,Acid_nonzeroproportion,Ammonia_nonzeroproportion,Bakery_nonzeroproportion,Burnt_nonzeroproportion,Chemical_nonzeroproportion,Cold_nonzeroproportion,Decayed_nonzeroproportion,Familiarity_nonzeroproportion,Fish_nonzeroproportion,Flower_nonzeroproportion,Fruit_nonzeroproportion,Garlic_nonzeroproportion,Grass_nonzeroproportion,Intensity_nonzeroproportion,Musky_nonzeroproportion,Pleasantness_nonzeroproportion,Sour_nonzeroproportion,Spices_nonzeroproportion,Sweaty_nonzeroproportion,Sweet_nonzeroproportion,Warm_nonzeroproportion,Wood_nonzeroproportion,Acid_nonzerostdev,Ammonia_nonzerostdev,Bakery_nonzerostdev,Burnt_nonzerostdev,Chemical_nonzerostdev,Cold_nonzerostdev,Decayed_nonzerostdev,Familiarity_nonzerostdev,Fish_nonzerostdev,Flower_nonzerostdev,Fruit_nonzerostdev,Garlic_nonzerostdev,Grass_nonzerostdev,Intensity_nonzerostdev,Musky_nonzerostdev,Pleasantness_nonzerostdev,Sour_nonzerostdev,Spices_nonzerostdev,Sweaty_nonzerostdev,Sweet_nonzerostdev,Warm_nonzerostdev,Wood_nonzerostdev,Acid_stdev,Ammonia_stdev,Bakery_stdev,Burnt_stdev,Chemical_stdev,Cold_stdev,Decayed_stdev,Familiarity_stdev,Fish_stdev,Flower_stdev,Fruit_stdev,Garlic_stdev,Grass_stdev,Intensity_stdev,Musky_stdev,Pleasantness_stdev,Sour_stdev,Spices_stdev,Sweaty_stdev,Sweet_stdev,Warm_stdev,Wood_stdev,CID,IsomericSMILES,IUPACName,name
0.026734693877551022,0.0148,0.007551020408163265,0.015510204081632652,0.126,0.0134,0.0458,0.395,0.005102040816326531,0.07591836734693878,0.037599999999999995,0.002653061224489796,0.012653061224489797,0.5163461538461539,0.0512,0.4921153846153846,0.07200000000000001,0.02489795918367347,0.0163265306122449,0.1478,0.011000000000000001,0.01183673469387755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.485,0.0,0.0,0.0,0.01,0.0,0.0,0.002181818181818182,0.0018181818181818182,0.002,0.002,0.004363636363636364,0.002,0.002,0.00909090909090909,0.0016363636363636363,0.0036363636363636364,0.002909090909090909,0.0018181818181818182,0.0018181818181818182,0.009454545454545455,0.0030909090909090908,0.009818181818181818,0.0032727272727272726,0.002545454545454545,0.002,0.005818181818181818,0.002,0.0016363636363636363,0.21833333333333332,0.14800000000000002,0.07400000000000001,0.152,0.33157894736842103,0.11166666666666666,0.38166666666666665,0.43702127659574463,0.08333333333333334,0.26571428571428574,0.1709090909090909,0.0325,0.155,0.5479591836734694,0.21333333333333332,0.501764705882353,0.27692307692307694,0.1525,0.16,0.2737037037037037,0.09166666666666666,0.19333333333333333,0.0041681815427998545,0.0038924947208076144,0.004036867138796656,0.004036867138796655,0.005005047956863654,0.004036867138796656,0.004036867138796655,0.002901294265928298,0.0037335497772755027,0.004854793875029459,0.004583677673015521,0.003892494720807614,0.0038924947208076144,0.002291838836507762,0.004663779770834142,0.0013483997249264844,0.004735424207422438,0.004396202830466234,0.004036867138796655,0.004978066369700666,0.004036867138796656,0.0037335497772755027,0.0919326690913437,0.061253571324454185,0.027502319011683526,0.06347772655591473,0.21215127448428414,0.06460586944966329,0.16631774360162135,0.25407656712255916,0.023989793748209528,0.20353048878225977,0.1233637395870357,0.011138430134015293,0.06359951225586302,0.2896382384986542,0.12935696537023397,0.23862626894217015,0.1575449401385691,0.06961568456472268,0.07008012906520592,0.22748213654917965,0.03939594923753624,0.057179303853017,126,C1=CC(=CC=C1C=O)O,4-hydroxybenzaldehyde,4-hydroxybenzaldehyde
0.02090909090909091,0.04476190476190476,0.03142857142857143,0.042727272727272725,0.05954545454545454,0.06409090909090909,0.03761904761904762,0.4196551724137931,0.0,0.07714285714285714,0.015238095238095238,0.05476190476190476,0.022173913043478263,0.2124137931034483,0.07181818181818182,0.47793103448275864,0.19545454545454546,0.09304347826086957,0.0808695652173913,0.07173913043478261,0.05238095238095238,0.022857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.006545454545454545,0.006545454545454545,0.006545454545454545,0.006727272727272728,0.006545454545454545,0.006909090909090909,0.006363636363636364,0.00909090909090909,0.0061818181818181816,0.006727272727272728,0.006363636363636364,0.006727272727272728,0.006545454545454545,0.008545454545454545,0.007272727272727273,0.009818181818181818,0.007818181818181818,0.006909090909090909,0.006545454545454545,0.006727272727272728,0.006909090909090909,0.006727272727272728,0.15333333333333335,0.47,0.33,0.235,0.43666666666666665,0.282,0.79,0.5070833333333333,,0.54,0.32,0.38333333333333336,0.1275,0.29333333333333333,0.22571428571428573,0.495,0.43,0.35666666666666663,0.465,0.33,0.275,0.16,0.004798989792685856,0.004798989792685856,0.004798989792685856,0.004735424207422439,0.004798989792685856,0.004663779770834142,0.00485479387502946,0.0029012942659282985,0.004903101471559,0.004735424207422439,0.00485479387502946,0.004735424207422439,0.004798989792685856,0.003558079911965532,0.0044946657497549475,0.0013483997249264844,0.0041681815427998545,0.004663779770834142,0.004798989792685856,0.004735424207422439,0.004663779770834142,0.004735424207422439,0.062098929590428995,0.18970026482899402,0.11141300257535985,0.11909107431996731,0.18243008504831637,0.16355162548606544,0.17239213328643394,0.3172930456963888,0.0,0.20322752906884584,0.06982972487551758,0.16987109959080876,0.06714682160887372,0.25323133371363077,0.14987729468870017,0.23927538393994044,0.2754170391507131,0.21615303464756583,0.2185263255095629,0.17698618779988667,0.14017506061724255,0.07669047249449289,176,CC(=O)O,acetic acid,acetic acid
0.047027027027027025,0.038918918918918924,0.05243243243243243,0.012368421052631579,0.10512820512820513,0.04394736842105263,0.03263157894736842,0.3740476190476191,0.0,0.022432432432432436,0.0034210526315789475,0.006486486486486487,0.034594594594594595,0.4045238095238095,0.04054054054054054,0.45,0.09763157894736843,0.026315789473684213,0.026216216216216216,0.13315789473684211,0.03358974358974359,0.010810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0047272727272727275,0.0041818181818181815,0.004545454545454545,0.004,0.005818181818181818,0.0041818181818181815,0.0038181818181818182,0.008545454545454545,0.0032727272727272726,0.0036363636363636364,0.0038181818181818182,0.0034545454545454545,0.004,0.00909090909090909,0.004545454545454545,0.009636363636363636,0.004909090909090909,0.004,0.004,0.0061818181818181816,0.0041818181818181815,0.0036363636363636364,0.2175,0.28800000000000003,0.27714285714285714,0.094,0.25625,0.2783333333333333,0.31,0.46205882352941174,,0.415,0.0325,0.24,0.32,0.4591891891891892,0.21428571428571427,0.4725,0.371,0.2,0.2425,0.29764705882352943,0.18714285714285717,0.2,0.005038571760648588,0.004978066369700666,0.005025189076296058,0.004944132324730442,0.004978066369700666,0.0049780663697006665,0.004903101471559,0.003558079911965533,0.004735424207422439,0.004854793875029459,0.004903101471559,0.004798989792685856,0.004944132324730442,0.002901294265928298,0.005025189076296061,0.001889185954061583,0.005045249791095131,0.004944132324730442,0.004944132324730442,0.004903101471559,0.0049780663697006665,0.004854793875029459,0.15047821667501807,0.13141925665982523,0.13630858384573596,0.03664543115405484,0.23082086691759127,0.14760318376563725,0.13585931138251606,0.2882923611232141,0.0,0.12363488822167305,0.012579759759978597,0.03945575695328577,0.1506392783844644,0.3104379469901755,0.10593357315753074,0.2249769635903673,0.22312805934644314,0.0894856489364418,0.09050326425516833,0.199297485957454,0.1103698848009962,0.06409101073986627,177,CC=O,acetaldehyde,acetaldehyde
0.031212121212121212,0.049705882352941176,0.01818181818181818,0.03,0.09882352941176471,0.07393939393939393,0.0603030303030303,0.40567567567567564,0.022424242424242423,0.11882352941176472,0.05235294117647059,0.02515151515151515,0.06393939393939393,0.37,0.07303030303030303,0.5656756756756757,0.08757575757575758,0.04242424242424242,0.00030303030303030303,0.10742857142857141,0.07588235294117647,0.0811764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.0047272727272727275,0.005818181818181818,0.00509090909090909,0.00509090909090909,0.009454545454545455,0.0047272727272727275,0.005454545454545454,0.00509090909090909,0.004363636363636364,0.0047272727272727275,0.009272727272727273,0.004909090909090909,0.01,0.005636363636363636,0.0047272727272727275,0.0041818181818181815,0.006545454545454545,0.005272727272727273,0.004909090909090909,0.3433333333333334,0.4225,0.2,0.2475,0.3054545454545455,0.4066666666666666,0.33166666666666667,0.4414705882352941,0.185,0.44888888888888884,0.2542857142857143,0.415,0.5275,0.41484848484848486,0.48200000000000004,0.5656756756756757,0.3211111111111111,0.35,0.01,0.235,0.3225,0.46,0.005025189076296061,0.005025189076296061,0.005025189076296061,0.005038571760648589,0.004978066369700666,0.00504524979109513,0.005045249791095131,0.002291838836507762,0.005038571760648589,0.005025189076296063,0.00504524979109513,0.005005047956863654,0.005038571760648589,0.00262081797702299,0.00504524979109513,0.0,0.005005047956863654,0.005038571760648589,0.0049780663697006665,0.004798989792685856,0.005038571760648587,0.00504524979109513,0.1129368622217071,0.16530019146293415,0.08416704170333482,0.13715866724345202,0.17786213090876934,0.20422015378537262,0.18128852777556095,0.2799656778620922,0.07834340683133069,0.2525118023750196,0.1357595651751356,0.12927976475751168,0.1902455550390631,0.3201041497179733,0.2140456266851306,0.24677408179840815,0.19173598878129114,0.14186327711546556,0.0017407765595569785,0.2118593159337091,0.17137797402867938,0.1978025447316523,180,CC(=O)C,propan-2-one,acetone
0.0321875,0.0278125,0.0225,0.0459375,0.07515151515151515,0.05235294117647059,0.06696969696969697,0.43472222222222223,0.0,0.0596875,0.013125,0.0190625,0.0221875,0.35694444444444445,0.0715625,0.5266666666666666,0.0509375,0.0875,0.03,0.1673529411764706,0.09911764705882353,0.020625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.004909090909090909,0.0047272727272727275,0.00509090909090909,0.005272727272727273,0.0047272727272727275,0.0047272727272727275,0.009454545454545455,0.0041818181818181815,0.005272727272727273,0.004909090909090909,0.004545454545454545,0.004545454545454545,0.009272727272727273,0.005454545454545454,0.01,0.004909090909090909,0.005636363636363636,0.0047272727272727275,0.006363636363636364,0.005454545454545454,0.0047272727272727275,0.515,0.2225,0.24,0.294,0.3542857142857143,0.35600000000000004,0.5525,0.47424242424242424,,0.3183333333333333,0.105,0.305,0.355,0.4015625,0.3271428571428572,0.5266666666666666,0.4075,0.35,0.32,0.4064285714285715,0.3744444444444444,0.22,0.005025189076296061,0.00504524979109513,0.005038571760648589,0.0050452497910951286,0.005038571760648586,0.005038571760648589,0.005038571760648589,0.002291838836507762,0.004978066369700666,0.005038571760648587,0.005045249791095131,0.005025189076296061,0.005025189076296061,0.0026208179770229882,0.005025189076296063,0.0,0.00504524979109513,0.005005047956863654,0.005038571760648589,0.00485479387502946,0.005025189076296063,0.005038571760648589,0.12666273161686178,0.1102412128017467,0.07326487518234008,0.13464072563678495,0.1768848709634534,0.1626868869113473,0.19205280602748379,0.26714882006756474,0.0,0.19205987599637236,0.04106937482342648,0.08356412932399535,0.10297930813141934,0.284603176816367,0.17734801534944533,0.2406182512968267,0.1715650798178441,0.18999151084600696,0.1347638316559033,0.2621046381785788,0.20487050820869715,0.06819977769332797,196,C(CCC(=O)O)CC(=O)O,hexanedioic acid,adipic acid
0.03210526315789474,0.002105263157894737,0.006578947368421053,0.03710526315789474,0.10236842105263158,0.04394736842105263,0.03236842105263158,0.35926829268292687,0.016842105263157894,0.056315789473684215,0.018157894736842106,0.02289473684210526,0.02894736842105263,0.38439024390243903,0.05692307692307692,0.5014634146341463,0.08052631578947368,0.02923076923076923,0.008157894736842105,0.07615384615384616,0.026315789473684213,0.05078947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0041818181818181815,0.0034545454545454545,0.0034545454545454545,0.004363636363636364,0.00509090909090909,0.004363636363636364,0.0038181818181818182,0.008727272727272728,0.0034545454545454545,0.004545454545454545,0.004,0.0038181818181818182,0.004363636363636364,0.009454545454545455,0.004545454545454545,0.009818181818181818,0.004545454545454545,0.004545454545454545,0.0036363636363636364,0.00509090909090909,0.0041818181818181815,0.004545454545454545,0.2033333333333333,0.04,0.125,0.20142857142857143,0.3536363636363637,0.23857142857142857,0.3075,0.43323529411764705,0.32,0.2675,0.138,0.2175,0.15714285714285714,0.4147368421052631,0.24666666666666667,0.514,0.3825,0.12666666666666665,0.10333333333333333,0.2475,0.16666666666666669,0.24125,0.004978066369700666,0.004798989792685857,0.004798989792685857,0.005005047956863654,0.005045249791095131,0.005005047956863654,0.004903101471559,0.003363499860730087,0.004798989792685857,0.005025189076296059,0.004944132324730442,0.004903101471559,0.005005047956863654,0.002291838836507762,0.005025189076296061,0.0013483997249264844,0.005025189076296059,0.005025189076296061,0.004854793875029459,0.00504524979109513,0.004978066369700666,0.005025189076296059,0.10384910817550531,0.011427301290932224,0.028310662282292492,0.1122956497132612,0.21401482912154962,0.13605522475111642,0.12703339017384827,0.30363127510108734,0.07334130738145489,0.17346112661532337,0.05816357470509447,0.09070021588033667,0.0950899850833825,0.277804326644563,0.16694080019345414,0.21665134404856293,0.20489875375112074,0.06959978128310368,0.02865029249960539,0.1508504903715733,0.09738252944574702,0.1319988038223313,239,C(CN)C(=O)O,3-aminopropanoic acid,beta-alanine
0.021454545454545455,0.02090909090909091,0.1050909090909091,0.004909090909090909,0.15163636363636365,0.013454545454545455,0.002,0.6130909090909091,0.0036363636363636364,0.08,0.14563636363636365,0.0001818181818181818,0.015636363636363636,0.7741818181818182,0.03018181818181818,0.6150909090909091,0.028545454545454544,0.04090909090909091,0.001090909090909091,0.204,0.027454545454545457,0.0016363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.67,0.0,0.0,0.0,0.01,0.0,0.0,0.001090909090909091,0.0012727272727272726,0.002727272727272727,0.0007272727272727272,0.0041818181818181815,0.0009090909090909091,0.0003636363636363636,0.009818181818181818,0.0003636363636363636,0.0032727272727272726,0.004909090909090909,0.0001818181818181818,0.0007272727272727272,0.01,0.0016363636363636363,0.01,0.0014545454545454545,0.0014545454545454545,0.0005454545454545455,0.006909090909090909,0.0018181818181818182,0.0005454545454545455,0.19666666666666668,0.16428571428571426,0.3853333333333333,0.0675,0.3626086956521739,0.14800000000000002,0.055,0.6244444444444445,0.1,0.24444444444444444,0.2966666666666667,0.01,0.215,0.7741818181818182,0.18444444444444444,0.6150909090909091,0.19625,0.28125,0.02,0.29526315789473684,0.151,0.03,0.003146266024828462,0.003363499860730087,0.0044946657497549475,0.002620817977022988,0.0049780663697006665,0.0029012942659282976,0.001889185954061582,0.0013483997249264844,0.0018891859540615826,0.004735424207422439,0.00504524979109513,0.0013483997249264842,0.0026208179770229882,0.0,0.0037335497772755023,0.0,0.0035580799119655326,0.0035580799119655326,0.002291838836507762,0.004663779770834142,0.003892494720807614,0.002291838836507762,0.09512989524695677,0.09789020166743746,0.23726741225002834,0.02251523988182287,0.2607806204197928,0.07977324766969847,0.011450376024878446,0.269216096096252,0.02563010645515072,0.17229389189749353,0.2392640230525114,0.0013483997249264842,0.07585960805778087,0.17212926784392263,0.1020800504522637,0.28990338574078955,0.1053463104140109,0.1359230818333817,0.004971298091424886,0.2937534869769398,0.08422232882912152,0.009576908254607625,240,C1=CC=C(C=C1)C=O,benzaldehyde,benzaldehyde
0.012105263157894737,0.041578947368421056,0.029473684210526315,0.07263157894736842,0.13849999999999998,0.013500000000000002,0.005789473684210527,0.2611538461538462,0.0,0.037142857142857144,0.004736842105263157,0.017894736842105262,0.007894736842105263,0.1123076923076923,0.08842105263157896,0.5173076923076924,0.04650000000000001,0.0345,0.0535,0.08045454545454545,0.05,0.006842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.006909090909090909,0.006909090909090909,0.006909090909090909,0.007454545454545455,0.008,0.006909090909090909,0.006727272727272728,0.00909090909090909,0.006545454545454545,0.006909090909090909,0.006727272727272728,0.006727272727272728,0.006727272727272728,0.008727272727272728,0.007454545454545455,0.01,0.007272727272727273,0.007090909090909091,0.007818181818181818,0.007454545454545455,0.006909090909090909,0.006727272727272728,0.115,0.395,0.28,0.276,0.30777777777777776,0.09,0.11,0.32333333333333336,,0.195,0.09,0.34,0.15,0.15368421052631578,0.336,0.5173076923076924,0.18600000000000003,0.1725,0.13375,0.22125,0.2625,0.13,0.004663779770834142,0.004663779770834142,0.004663779770834142,0.004396202830466234,0.004036867138796655,0.004663779770834142,0.004735424207422438,0.002901294265928298,0.004798989792685856,0.004663779770834142,0.004735424207422438,0.004735424207422438,0.004735424207422438,0.003363499860730087,0.004396202830466234,0.0,0.004494665749754946,0.004583677673015522,0.0041681815427998545,0.004396202830466234,0.004663779770834142,0.004735424207422438,0.048140875144196585,0.17410926192399784,0.09131591587028007,0.1704517561352497,0.2620621661884226,0.041961762042176096,0.025235730725761796,0.23715525586546757,0.0,0.10904782699086019,0.02064741604835057,0.07800134951599097,0.034412360080584264,0.13857294663267264,0.18765403029969618,0.2036380650528323,0.11864475946019874,0.09450563892950348,0.11522403806223952,0.14869198821492488,0.13663820841916802,0.029824045403173023,241,C1=CC=CC=C1,benzene,benzene
0.0444,0.032400000000000005,0.0336,0.056538461538461544,0.09925925925925926,0.05296296296296297,0.09153846153846153,0.34448275862068967,0.022799999999999997,0.036000000000000004,0.008,0.027999999999999997,0.0124,0.30344827586206896,0.08839999999999999,0.3486206896551724,0.1204,0.0528,0.07961538461538462,0.021111111111111112,0.07961538461538462,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.42,0.01,0.0,0.0,0.0,0.0,0.0,0.006363636363636364,0.006545454545454545,0.005818181818181818,0.006545454545454545,0.006545454545454545,0.006363636363636364,0.006363636363636364,0.009272727272727273,0.005818181818181818,0.005818181818181818,0.005818181818181818,0.006,0.006,0.009272727272727273,0.006909090909090909,0.009636363636363636,0.007818181818181818,0.006,0.006545454545454545,0.006363636363636364,0.0061818181818181816,0.005818181818181818,0.222,0.135,0.42,0.21,0.335,0.20428571428571426,0.39666666666666667,0.3996,0.285,0.45,0.1,0.2333333333333333,0.10333333333333333,0.35200000000000004,0.27625,0.3744444444444444,0.23153846153846153,0.44,0.2957142857142857,0.08142857142857142,0.414,0.225,0.004854793875029459,0.004798989792685856,0.0049780663697006665,0.004798989792685856,0.004798989792685856,0.004854793875029459,0.004854793875029459,0.0026208179770229895,0.0049780663697006665,0.0049780663697006665,0.0049780663697006665,0.004944132324730442,0.004944132324730442,0.0026208179770229882,0.004663779770834142,0.0018891859540615824,0.0041681815427998545,0.004944132324730442,0.004798989792685856,0.004854793875029459,0.004903101471559,0.0049780663697006665,0.11948082133408136,0.09760805977650276,0.14329107904309096,0.15999855768580687,0.1963498824885728,0.1223115446722588,0.25009905729838017,0.24700471665387502,0.09071567303026161,0.1679285562374667,0.029011491975882014,0.10688779163215979,0.036203130619694567,0.2744250595344612,0.19450107111958703,0.21708662092635206,0.2082362440434742,0.16942353240719932,0.19801981252856016,0.04200122098347338,0.21550834358290205,0.06806859285554046,243,C1=CC=C(C=C1)C(=O)O,benzoic acid,benzoic acid
0.0860377358490566,0.05716981132075472,0.01,0.02792452830188679,0.279622641509434,0.07113207547169811,0.025283018867924528,0.550377358490566,0.0024528301886792454,0.06962264150943395,0.10471698113207546,0.0003773584905660377,0.00018867924528301886,0.7415094339622641,0.062075471698113206,0.46716981132075475,0.023207547169811323,0.05981132075471698,0.008113207547169812,0.18169811320754717,0.036037735849056604,0.015471698113207548,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0030909090909090908,0.002727272727272727,0.0012727272727272726,0.0023636363636363638,0.006,0.0023636363636363638,0.0014545454545454545,0.009636363636363636,0.0009090909090909091,0.002,0.0030909090909090908,0.0007272727272727272,0.0005454545454545455,0.01,0.0023636363636363638,0.009818181818181818,0.0016363636363636363,0.0018181818181818182,0.0012727272727272726,0.0047272727272727275,0.002,0.0012727272727272726,0.304,0.23307692307692307,0.106,0.13454545454545455,0.4780645161290322,0.3427272727272727,0.22333333333333333,0.5719607843137254,0.04333333333333333,0.41,0.37,0.01,0.01,0.7415094339622641,0.2990909090909091,0.47615384615384615,0.17571428571428574,0.39625,0.086,0.40125,0.2122222222222222,0.16399999999999998,0.004663779770834142,0.0044946657497549475,0.0033634998607300877,0.004287637855957331,0.004944132324730442,0.00428763785595733,0.0035580799119655326,0.001889185954061583,0.002901294265928298,0.004036867138796656,0.004663779770834142,0.00262081797702299,0.002291838836507762,0.0,0.004287637855957331,0.0013483997249264844,0.003733549777275504,0.0038924947208076144,0.0033634998607300877,0.005038571760648589,0.004036867138796656,0.0033634998607300877,0.21044220495315152,0.15416496357536777,0.040620192023179805,0.08060727421283537,0.34354465762866404,0.1705608438399002,0.12953472616645642,0.29104561011946445,0.01517914312689499,0.20830785523937093,0.22008393305898355,0.0019238024756109725,0.0013736056394868903,0.182560803637236,0.19331479399958026,0.25211701616580406,0.0926692544006673,0.1640531171724308,0.046988402978966975,0.26636250493422137,0.12695152955484035,0.0758177480169956,244,C1=CC=C(C=C1)CO,phenylmethanol,benzyl alcohol
